PARKING_ZONE,ZONE_CAP,SEG_CAP,ZONE_TYPE,STALL_TYPE,ADDRESS_DESC,BLOCK_SIDE,PERMIT_ZONE,STATUS,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,PARKING_RESTRICT_TIME,NO_PARKING,NO_STOPPING,line,BRZ_NAME
3605,,,Parking Zone,Parallel,"13 Av SW ,  Fr 7 St SW To 8 St SW",N,3605,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0812613 51.0410175, -114.081204 51.0410156, -114.0810913 51.0410136))",
3859,,,Parking Zone,Parallel,"13 Av SW ,  Fr 7 St SW To 8 St SW",S,3859,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0811285 51.0409323, -114.0812588 51.0409366, -114.0813595 51.0409381))",
3619,,,Parking Zone,Parallel,"13 Av SW ,  Fr 6 St SW To 7 St SW",N,3619,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0772651 51.0409046, -114.0772071 51.0409029, -114.0769025 51.0408941, -114.0768905 51.0408937))",
3873,,,Parking Zone,Parallel,"13 Av SW ,  Fr 6 St SW To 7 St SW",S,3873,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0762359 51.0408074, -114.0766205 51.0408183))",
3647,,,Parking Zone,Parallel,"13 Av SW ,  Fr 4 St SW To 5 St SW",N,3647,Active,12,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0739781 51.040834, -114.0728527 51.0408022))",4 Street SW
2912,,,Parking Zone,Parallel,"10 Av SW ,  Fr 7 St SW To 8 St SW",N,2912,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.079856 51.0438487, -114.0794209 51.0438364, -114.0791786 51.0438296))",Beltline
2915,,,Parking Zone,Parallel,"10 Av SW ,  Fr 6 St SW To 7 St SW",N,2915,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0785232 51.0438108, -114.0782492 51.0438035))",Beltline
2919,,,Parking Zone,Parallel,"10 Av SW ,  Fr 5 St SW To 6 St SW",N,2919,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0758747 51.0437408, -114.0750199 51.043717))",Beltline
3961,,,Parking Zone,Parallel,"14 Av SE ,  Fr 1 St SE To Centre St S",N,3961,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0616947 51.0395183, -114.061444 51.039511))",Victoria Park
4207,,,Parking Zone,Parallel,"14 Av SE ,  Fr 1 St SE To Centre St S",S,4207,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.061451 51.0394197, -114.0616689 51.0394257))",Victoria Park
2748,,,Loading Zone,Parallel,"10 St NW ,  Fr 2 Av St NW To 3 Av NW",S,2748,Active,18,"0910-1550 MON-FRI, 0910-1750 SAT",20,AM&PM,"06:30 - 08:30 , 16:00 - 18:00",,,"MULTILINESTRING ((-114.0860211 51.0552144, -114.0860226 51.0552962))",Kensington / Louise Crossing
3185,,,Handicapped Zone,Parallel,"3 St SE ,  Fr 10 Av SE To 11 Av SE",W,3185,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0559243 51.042881, -114.0559158 51.0429906))",Victoria Park
2943,,,Parking Zone,Parallel,"10 Av SE ,  Fr 1 St SE To MacLeod Tr SE",N,2943,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0602724 51.0432932, -114.0599647 51.0432845))",Victoria Park
3182,,,Loading Zone,Parallel,"10 Av SE ,  Fr MacLeod Tr SE To 3 St SE",S,3182,Active,14,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0560619 51.0430621, -114.0561474 51.0430648))",Victoria Park
3192,,,Parking Zone,Parallel,"10 Av SE ,  Fr Olympic Wy SE To 3 St SE",S,3192,Active,15,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0553278 51.0430404, -114.0556184 51.0430486))",Victoria Park
3671,,,Taxi Zone,Parallel,"12 Av SW ,  Fr 1 St SW To 2 St SW",S,3671,Active,12,0910-1750 MON-SAT,20,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0663473 51.0414558, -114.0665253 51.0414609))",Victoria Park
1309,,,Parking Zone,Parallel,"6 St SW ,  Fr 3 Av SW To 4 Av SW",W,1309,Active,5,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0761056 51.0502257, -114.0760844 51.0505013))",Downtown
3428,,,Loading Zone,Parallel,"12 Av SW ,  Fr 1 St SW To Centre St S",N,3428,Active,14,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0648835 51.0415101, -114.0646698 51.0415044))",Victoria Park
2923,,,Parking Zone,Parallel,"10 Av SW ,  Fr 4 St SW To 5 St SW",N,2923,Inactive,12,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0732043 51.0436609, -114.0718151 51.0436216))",Beltline
3693,,,Parking Zone,Parallel,"1 St SW ,  Fr 12 Av SW To 13 Av SW",E,3693,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0657005 51.0412882, -114.0657453 51.0407194))",First Street
2940,,,Loading Zone,Parallel,"10 Av SE ,  Fr Centre St S To 1 St SE",N,2941,Active,14,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0615166 51.043327, -114.0612901 51.0433205))",
2441,,,Parking Zone,Parallel,"9 Av SW ,  Fr 5 St SW To 6 St SW",N,2441,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.075789 51.0450371, -114.0753929 51.0450264, -114.0750891 51.0450176, -114.0748926 51.0450125, -114.0748002 51.04501))",Downtown
2427,,,Parking Zone,Parallel,"9 Av SW ,  Fr 6 St SW To 7 St SW",N,2427,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0772667 51.0450785, -114.076844 51.0450669, -114.0766499 51.0450602))",Downtown
1298,,,Parking Zone,Parallel,"4 Av SW ,  Fr 7 St SW To 8 St SW",N,1298,Active,6,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0807143 51.0499134, -114.0797683 51.0498869))",Downtown
1737,,,Parking Zone,Parallel,"4 St SW ,  Fr 5 Av SW To 6 Av SW",W,1737,Active,4b,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0716192 51.0482077, -114.0716194 51.0484782))",Downtown
1751,,,Parking Zone,Parallel,"3 St SW ,  Fr 5 Av SW To 6 Av SW",W,1751,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,none,,,"MULTILINESTRING ((-114.0702851 51.0480847, -114.0702861 51.048097, -114.0702861 51.0481168, -114.0702849 51.0481321, -114.0702836 51.0481419, -114.070281 51.0481558, -114.0702784 51.0481661, -114.0702748 51.0481784, -114.0702715 51.048188, -114.0702661 51.0482014, -114.0702613 51.0482117))",Downtown
1505,,,Parking Zone,Parallel,"6 St SW ,  Fr 4 Av SW To 5 Av SW",W,1505,Active,4b,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0761941 51.0489373, -114.0761503 51.0495588))",Downtown
1706,,,Parking Zone,Parallel,"5 Av SW ,  Fr 6 St SW To 7 St SW",S,1706,Active,4b,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0776755 51.0487372, -114.0781442 51.04875))",Downtown
3661,,,Parking Zone,Parallel,"13 Av SW ,  Fr 2 St SW To 4 St SW",N,3661,Active,12,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0712648 51.0407275, -114.0706936 51.0407113))",
3661,,,Parking Zone,Parallel,"13 Av SW ,  Fr 2 St SW To 4 St SW",N,3661,Active,12,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0692806 51.0406713, -114.0685541 51.0406507))",
3681,,,Access Calgary Loading Zone,Parallel,"2 St SW ,  Fr 12 Av SW To 13 Av SW",E,3681,Active,12,0910-1750 MON-SAT,10,none,none,,,"MULTILINESTRING ((-114.0681506 51.0409141, -114.068153 51.0408885, -114.0681554 51.0408693, -114.068159 51.0408555, -114.0681736 51.0408355))",Victoria Park
3686,,,Parking Zone,Parallel,"Centre St S ,  Fr 12 Av SW To 13 Av SW",W,3686,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0634675 51.0406541, -114.0634487 51.0409028))",Victoria Park
2462,,,Parking Zone,Parallel,"8 Av SW ,  Fr 3 St SW To 4 St SW",S,2462,Active,4c,"0710-1750 MON-FRI, 0910-1750 SAT",30,none,none,,,"MULTILINESTRING ((-114.0707517 51.0457216, -114.0710446 51.0457301))",Downtown
1950,,,Parking Zone,Parallel,"6 St SW ,  Fr 6 Av SW To 7 Av SW",W,1950,Active,4b,0910-1520 MON-FRI,60,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0763029 51.0474293, -114.0762905 51.047599))",Downtown
1946,,,Parking Zone,Parallel,"6 Av SW ,  Fr 6 St SW To 7 St SW",S,1946,Active,4b,0910-1520 MON-FRI,60,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0772685 51.0477864, -114.0774893 51.0477926))",Downtown
4204,,,Parking Zone,Parallel,"1 St SW ,  Fr 14 Av SW To 15 Av SW",E,4204,Active,14,0910-1750 MON-FRI,20,none,none,,,"MULTILINESTRING ((-114.0658242 51.0394374, -114.0658675 51.0388352, -114.0658718 51.0388243))",Victoria Park
4484,,,Parking Zone,Parallel,"15 Av SW ,  Fr 2 St SW To 4 St SW",S,4484,Active,13,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0709838 51.0387523, -114.0711577 51.0387572))",4 Street SW
4186,,,Parking Zone,Parallel,"15 Av SW ,  Fr 1 St SW To 2 St SW",N,4186,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0665199 51.0387144, -114.0661748 51.0387046, -114.0661538 51.0387037))",Victoria Park
4511,,,Parking Zone,Parallel,"15 Av SW ,  Fr Centre St S To 1 St SW",S,4511,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0648777 51.0385693, -114.0653391 51.0385812, -114.0655458 51.0385882))",Victoria Park
3853,,,Handicapped Zone,Parallel,"14 Av SW ,  Fr 8 St SW To 9 St SW",N,3853,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0822548 51.0401007, -114.0821594 51.0400976))",
4097,,,Parking Zone,Parallel,"14 Av SW ,  Fr 8 St SW To 9 St SW",S,4097,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0820213 51.0400186, -114.082678 51.0400372))",
3867,,,Parking Zone,Parallel,"14 Av SW ,  Fr 7 St SW To 8 St SW",N,3867,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0809598 51.0400683, -114.0808927 51.040067, -114.0808462 51.0400655, -114.0807261 51.0400617, -114.0806127 51.0400582))",
3867,,,Parking Zone,Parallel,"14 Av SW ,  Fr 7 St SW To 8 St SW",N,3867,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0798432 51.0400319, -114.0796894 51.0400276))",
4109,,,Parking Zone,Parallel,"14 Av SW ,  Fr 7 St SW To 8 St SW",S,4109,Active,9,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0812199 51.0399961, -114.0814123 51.0400015))",
4511,,,Parking Zone,Parallel,"15 Av SW ,  Fr Centre St S To 1 St SW",S,4511,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0639296 51.0385431, -114.0641974 51.0385509))",Victoria Park
4512,,,Handicapped Zone,Parallel,"15 Av SW ,  Fr Centre St S To 1 St SW",S,4512,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0637594 51.0385382, -114.0639303 51.0385432))",Victoria Park
4466,,,Parking Zone,Parallel,"6 St SW ,  Fr 15 Av SW To 17 Av SW",E,4466,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0767885 51.0384242, -114.076801 51.0382392))",Uptown 17
4550,,,Parking Zone,Parallel,"17 Av SW ,  Fr 14 St SW To 14A St ST",S,4550,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0956927 51.0377369, -114.0961789 51.0377346))",
1184,,,Handicapped Zone,Parallel,"6 St SW ,  Fr 2 Av SW To 3 Av SW",E,1184,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0758867 51.0508758, -114.075892 51.0508158))",Downtown
1418,,,Handicapped Zone,Parallel,"MacLeod Tr SE ,  Fr 3 Av SE To 4 Av SE",W,1418,Active,3,0910-1750 MON-SAT,60,none,none,,,"MULTILINESTRING ((-114.0579218 51.0496481, -114.0579162 51.0497254))",Chinatown
3298,,,Parking Zone,Parallel,"10 St SW ,  Fr 11 Av SW To 12 Av SW",W,3298,Active,8,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.0864818 51.0427045, -114.0864679 51.0428903))",
4295,,,Loading Zone,Parallel,"16 Av SW ,  Fr 10 St SW To 11 St SW",N,4295,Active,11,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0881295 51.0383706, -114.0880497 51.0383684))",
3103,,,Parking Zone,Parallel,"6 St SW ,  Fr 10 Av SW To 11 Av SW",E,3103,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0764296 51.0431751, -114.0764459 51.0429416))",Beltline
3071,,,Parking Zone,Parallel,"11 Av SW ,  Fr 7 St SW To 8 St SW",N,3071,Active,9,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0805551 51.0429184, -114.0793741 51.0428852))",Beltline
4326,,,Parking Zone,Parallel,"9 St SW ,  Fr 15 Av SW To 16 Av SW",E,4326,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0841547 51.0387526, -114.0841434 51.0389115))",
4326,,,Parking Zone,Parallel,"9 St SW ,  Fr 15 Av SW To 16 Av SW",E,4326,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0841854 51.0383197, -114.084165 51.0386071))",
2358,,,Parking Zone,Parallel,"5 St SE ,  Fr 7 Av SE To 8 Av SE",E,2358,Active,1,0910-1750 MON-SAT,10,none,none,,,"MULTILINESTRING ((-114.0503119 51.045975, -114.050308 51.0459731, -114.0503046 51.0459708, -114.050302 51.0459681, -114.0503001 51.0459652, -114.050299 51.0459622, -114.0502988 51.045959, -114.0503102 51.0457965, -114.0503109 51.0457934, -114.0503124 51.0457904, -114.0503147 51.0457876, -114.0503177 51.0457851, -114.0503214 51.045783, -114.0503256 51.0457813))",
4646,,,Parking Zone,Parallel,"18 Av SW ,  Fr 4 St SW To 5 St SW",N,4646,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0720776 51.0369723, -114.071724 51.0369734))",4 Street SW
4525,,,Parking Zone,Parallel,"15 Av SW ,  Fr 1 St SE To Centre St S",S,4525,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0629099 51.0385125, -114.0632902 51.038524))",Victoria Park
1417,,,Access Calgary Loading Zone,Parallel,"MacLeod Tr SE ,  Fr 3 Av SE To 4 Av SE",W,1417,Active,3,0910-1750 MON-SAT,10,none,none,,,"MULTILINESTRING ((-114.0579117 51.0497889, -114.0579077 51.0498445))",Chinatown
1408,,,Parking Zone,Parallel,"1 St SE ,  Fr 3 Av SE To 4 Av SE",W,1408,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0603678 51.0498995, -114.0603558 51.0500687, -114.0603557 51.0500774, -114.0603575 51.0500899))",Chinatown
1264,,,Loading Zone,Parallel,"3 Av SE ,  Fr Centre St S To 1 St SE",N,1264,Active,3,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0610189 51.050282, -114.0610098 51.0502834, -114.0610005 51.050284, -114.0609948 51.050284, -114.0608172 51.050279, -114.0608129 51.0502788, -114.0608037 51.0502778, -114.0607948 51.050276, -114.0607863 51.0502736, -114.0607718 51.0502686))",Chinatown
1263,,,Loading Zone,Parallel,"3 Av SE ,  Fr Centre St S To 1 St SE",N,1263,Active,3,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0620934 51.0503087, -114.0620885 51.0503101, -114.0620783 51.0503123, -114.0620677 51.0503135, -114.062057 51.0503137, -114.062051 51.0503136, -114.0618882 51.050309, -114.061881 51.0503086, -114.061874 51.0503077))",Chinatown
1404,,,Handicapped Zone,Parallel,"3 Av SE ,  Fr 1 St SE To Centre St S",S,1404,Active,3,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0619898 51.0502065, -114.0620753 51.0502089))",Chinatown
3407,,,Loading Zone,Parallel,"11 Av SW ,  Fr 1 St SW To 2 St SW",S,3407,Active,12,"0910-1520 MON-FRI, 0910-1750 SAT",20,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0672095 51.0424281, -114.0674531 51.0424351))",Victoria Park
3336,,,Parking Zone,Parallel,"11 Av SW ,  Fr 7 ST SW To 8 St SW",S,3336,Active,9,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0796224 51.0427808, -114.0801306 51.0427955, -114.0802777 51.0427991))",Beltline
3085,,,Parking Zone,Parallel,"11 Av SW ,  Fr 6 St SW To 7 St SW",N,3085,Active,9,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0784241 51.0428633, -114.0784241 51.0428633, -114.0780605 51.0428532, -114.0775857 51.0428408, -114.0775724 51.0428404, -114.0775694 51.0428403, -114.0775665 51.0428402, -114.0775636 51.0428402, -114.0775606 51.0428401, -114.0775577 51.04284, -114.077554 51.04284, -114.0775504 51.04284, -114.0775467 51.04284, -114.077543 51.0428401, -114.0775394 51.0428402, -114.0775362 51.0428404, -114.0775329 51.0428407, -114.0775298 51.042841, -114.0775266 51.0428414, -114.0775234 51.0428418, -114.0775199 51.0428423, -114.0775164 51.0428428, -114.0775129 51.0428434, -114.0775095 51.0428439, -114.077506 51.0428445, -114.0775023 51.0428452, -114.0774986 51.042846, -114.0774962 51.0428464, -114.0774948 51.0428467, -114.0774911 51.0428475, -114.0774874 51.0428482, -114.0774833 51.0428489, -114.0774792 51.0428496, -114.077475 51.0428502, -114.0774709 51.0428507, -114.0774666 51.0428511, -114.0774618 51.0428513, -114.0774569 51.0428515, -114.077452 51.0428515, -114.0774471 51.0428515, -114.0774422 51.0428514, -114.0774355 51.0428512, -114.0774289 51.042851, -114.0774222 51.0428508, -114.0774155 51.0428507, -114.0774089 51.0428505, -114.0774058 51.0428504, -114.0774028 51.0428503, -114.0773997 51.0428502, -114.0773966 51.0428501, -114.0773936 51.04285, -114.0773577 51.042849))",Beltline
3350,,,Parking Zone,Parallel,"11 Av SW ,  Fr 6 St SW To 7 St SW",S,3350,Active,9,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0785941 51.0427512, -114.0787651 51.0427561))",Beltline
3065,,,Parking Zone,Parallel,"10 Av SW ,  Fr 7 St SW To 8 St SW",S,3065,Active,9,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0797326 51.0437319, -114.0798839 51.0437361, -114.0802603 51.0437487, -114.0803912 51.0437523, -114.0804887 51.0437545))",Beltline
3065,,,Parking Zone,Parallel,"10 Av SW ,  Fr 7 St SW To 8 St SW",S,3065,Active,9,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0791897 51.0437173, -114.0795188 51.0437263))",Beltline
3078,,,Parking Zone,Parallel,"10 Av SW ,  Fr 6 St SW To 7 St SW",S,3078,Active,9,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0776184 51.0436718, -114.0778201 51.0436776, -114.0782448 51.0436896, -114.0785066 51.0436969, -114.0787595 51.0437048))",Beltline
3078,,,Parking Zone,Parallel,"10 Av SW ,  Fr 6 St SW To 7 St SW",S,3078,Active,9,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0773431 51.0436637, -114.076739 51.043648))",Beltline
3434,,,Parking Zone,Parallel,"11 Av SE ,  Fr 1 St SE To Centre St S",S,3434,Active,14,0910-1520 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0626081 51.0422977, -114.0629941 51.0423087))",Victoria Park
3434,,,Parking Zone,Parallel,"11 Av SE ,  Fr 1 St SE To Centre St S",S,3434,Active,14,0910-1520 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0620572 51.042282, -114.062409 51.0422921))",Victoria Park
3453,,,Parking Zone,Parallel,"11 Av SE ,  Fr MacLeod Tr SE To 3 St SE",S,3453,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0567177 51.0421313, -114.0573574 51.0421495))",Victoria Park
3199,,,Parking Zone,Parallel,"11 Av SE ,  Fr Olympic Wy SE To 3 St SE",N,3199,Active,15,0910-1750 MON-FRI,240,none,none,,,"MULTILINESTRING ((-114.0554818 51.0422075, -114.0552687 51.0422015))",Victoria Park
2382,,,Parking Zone,Parallel,"9 St SW ,  Fr 8 Av SW To 9 Av SW",W,2382,Active,7,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0837849 51.0457312, -114.0837753 51.0458562, -114.0837672 51.0460105))",Downtown
2384,,,Parking Zone,Parallel,"9 St SW ,  Fr 8 Av SW To 9 Av SW",W,2384,Active,7,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0838146 51.0453355, -114.0838017 51.0455115))",Downtown
2403,,,Parking Zone,Parallel,"9 St SW ,  Fr 8 Av SW To 9 Av SW",E,2403,Active,6,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0836069 51.04601, -114.0836282 51.0457091))",Downtown
1674,,,Parking Zone,Parallel,"10 St SW ,  Fr 5 Av SW To 6 Av SW",E,1674,Active,7,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.085942 51.0484876, -114.0859567 51.048281))",Downtown
3261,,,Parking Zone,Parallel,"13 St SW ,  Fr 11 Av SW To 12 Av SW",W,3261,Active,8,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.093875 51.0427317, -114.0938498 51.0430999))",
5544,,,Parking Zone,Parallel,"8 ST SW ,  Fr 48 Av SW To 49 Av SW",W,5544,Active,25,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0829998 51.0099728, -114.0829994 51.0098264))",
5548,,,Loading Zone,Parallel,"49 Av SW,  Fr  ELBOW Dr SW  To 8 St SW",N,5548,Active,25,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0823328 51.0097278, -114.0822793 51.0097279, -114.0821145 51.0097284))",
5570,,,Parking Zone,Parallel,"8 St SW, Fr 49 Av SW To 50 Av SW",W,5570,Active,25,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0831643 51.0088895, -114.0831646 51.0090763))",
5547,,,Parking Zone,Parallel,"49 Av SW,  Fr  ELBOW Dr SW  To 8 St SW",N,5547,Active,25,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0821145 51.0097284, -114.0820834 51.0097285, -114.081637 51.0097299, -114.0816183 51.0097307, -114.0816 51.0097331, -114.0815824 51.009737))",
5582,,,Parking Zone,Parallel,"50 Av SW ,  Fr 6 St SW To ELBOW Dr SW",N,5582,Active,25,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0804668 51.0087825, -114.0802949 51.0087823, -114.0800606 51.008782, -114.0798149 51.0087817, -114.079644 51.0087817))",
3301,,,Parking Zone,Parallel,"12 Av SW ,  Fr 10 St SW To 11 St SW",N,3301,Removed,8,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0886226 51.0421743, -114.0886023 51.0421737, -114.087859 51.0421526, -114.0876681 51.0421472))",
4659,,,Parking Zone,Parallel,"18 Av SW ,  Fr 2 St SW To 4 St SW",N,4659,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0712761 51.0372518, -114.0711472 51.0372478))",4 Street SW
4753,,,Parking Zone,Parallel,"19 Av SW ,  Fr 2 St SW To 4 St SW",S,4753,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0709585 51.0362223, -114.0711187 51.0362268, -114.0711608 51.0362279))",4 Street SW
4712,,,Parking Zone,Parallel,"19 Av SW ,  Fr 4 St SW To 5 St SW",N,4712,Active,13,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0718986 51.0360815, -114.0717546 51.0360814))",4 Street SW
3155,,,Parking Zone,Parallel,"11 Av SW ,  Fr 1 St Sw To Centre St S",N,3155,Active,14,0910-1520 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0645875 51.042467, -114.0641131 51.0424539))",Victoria Crossing
3166,,,Parking Zone,Parallel,"11 Av SE ,  Fr 1 St SE To Centre St S",N,3166,Active,14,0910-1520 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0630271 51.0424218, -114.06248 51.0424069))",Victoria Park
3166,,,Parking Zone,Parallel,"11 Av SE ,  Fr 1 St SE To Centre St S",N,3166,Active,14,0910-1520 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0621838 51.0423984, -114.0618847 51.0423899))",Victoria Park
4993,,,Loading Zone,Parallel,"Centre St N ,  Fr 11 Av NE To 12 Av NE",E,4993,Active,22,"0910-1520 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0623954 51.0628367, -114.0623943 51.0628329, -114.0623936 51.0628278, -114.0623935 51.0628222, -114.0623939 51.0627101))",Crescent Heights Village
5025,,,Loading Zone,Parallel,"Centre B St N ,  Fr 13 Av NW To 14 Av NW",E,5025,Active,22,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0636942 51.0652631, -114.0636945 51.0651149))",Crescent Heights Village
3121,,,Loading Zone,Parallel,"10 Av SW ,  Fr 2 St SW To 4 St SW",S,3121,Active,12,0910-1750 MON-SAT,20,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.069589 51.0434467, -114.06976 51.0434516))",Beltline
2941,,,Parking Zone,Parallel,"10 Av SE ,  Fr Centre St S To 1 St SE",N,2940,Active,14,0910-1750 MON-FRI,20,none,none,,,"MULTILINESTRING ((-114.0612884 51.0433205, -114.060995 51.0433121))",
3149,,,Loading Zone,Parallel,"10 Av SW ,  Fr 1 St Sw To Centre St S",S,3149,Active,14,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.064583 51.0432887, -114.0646955 51.0432919))",
