PARKING_ZONE,ZONE_CAP,SEG_CAP,ZONE_TYPE,STALL_TYPE,ADDRESS_DESC,BLOCK_SIDE,PERMIT_ZONE,STATUS,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,PARKING_RESTRICT_TIME,NO_PARKING,NO_STOPPING,line,BRZ_NAME
1745,,,Parking Zone,Parallel,"5 St SW ,  Fr 5 Av SW To 6 Av SW",E,1745,Active,4b,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0736195 51.0484561, -114.0736269 51.0483483))",Downtown
3592,,,Handicapped Zone,Parallel,"13 Av SW ,  Fr 8 St SW To 9 St SW",N,3592,Removed,9,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0819927 51.0410392, -114.0818729 51.041036, -114.0818459 51.0410345, -114.081827 51.041034))",
4278,,,Parking Zone,Parallel,"11 St SW ,  Fr 15 Av SW To 16 Av SW",W,4278,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0892504 51.038552, -114.0892374 51.0387319, -114.0892345 51.038772))",
1466,,,Parking Zone,Parallel,"5 Av SW ,  Fr 9 St SW To 10 St SW",N,1466,Active,7,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0839246 51.0490551, -114.0837893 51.0490513))",Downtown
1663,,,Parking Zone,Parallel,"5 Av SW ,  Fr 9 St SW To 10 St SW",S,1663,Active,7,0910-1520 MON-FRI,180,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0842146 51.0489316, -114.0854983 51.0489676, -114.0857533 51.0489747))",Downtown
1659,,,Parking Zone,Parallel,"6 Av SW ,  Fr 10 St SW To 11 St SW",N,1659,Active,7,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0874586 51.0482013, -114.0868174 51.0481831))",Downtown
1466,,,Parking Zone,Parallel,"5 Av SW ,  Fr 9 St SW To 10 St SW",N,1466,Active,7,0910-1520 MON-FRI,120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0857852 51.0490983, -114.0853694 51.0490865, -114.084828 51.0490712))",Downtown
4427,,,Parking Zone,Parallel,"17 Av SW ,  Fr 8 St SW To 9 St SW",N,4427,Active,11,0910-1520 MON-SAT,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0841034 51.0378808, -114.0839152 51.0378809))",Uptown 17
1165,,,Parking Zone,Parallel,"3 Av SW ,  Fr 6 St SW To 7 St SW",N,1165,Active,6,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.077054 51.0507573, -114.0770712 51.0507599, -114.0770876 51.0507615, -114.0772757 51.0507663))",Downtown
5370,,,Parking Zone,Perpendicular,"8 Av NW ,  Fr 10 St NW To 12 St NW",N,5370,Active,23,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0902219 51.05964, -114.08982 51.0596409))",
1515,,,Parking Zone,Parallel,"4 Av SW ,  Fr 5 St SW To 6 St SW",S,1515,Active,4b,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0749445 51.0496192, -114.075379 51.0496324, -114.0755728 51.0496377))",Downtown
3173,,,Parking Zone,Parallel,"10 Av SE ,  Fr 1 St SE To MacLeod Tr SE",S,3173,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0595293 51.0431555, -114.0596917 51.0431601))",Victoria Park
3114,,,Parking Zone,Parallel,"11 Av SW ,  Fr 4 St Sw To 5 St SW",N,3114,Active,12,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0730904 51.0427058, -114.072688 51.0426964))",Beltline
3181,,,Parking Zone,Parallel,"10 Av SE ,  Fr MacLeod Tr SE To 3 St SE",S,3181,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0564131 51.0430671, -114.0565733 51.0430714, -114.0568789 51.0430805))",Victoria Park
3008,,,Parking Zone,Parallel,"10 Av SW ,  Fr 11 St Sw To 12 St SW",S,3008,Active,8,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0892466 51.0439976, -114.0897642 51.044012))",
3181,,,Parking Zone,Parallel,"10 Av SE ,  Fr MacLeod Tr SE To 3 St SE",S,3181,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0570471 51.0430846, -114.0571383 51.0430875))",Victoria Park
3181,,,Parking Zone,Parallel,"10 Av SE ,  Fr MacLeod Tr SE To 3 St SE",S,3181,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0576479 51.0431022, -114.0580253 51.043114))",Victoria Park
3008,,,Parking Zone,Parallel,"10 Av SW ,  Fr 11 St Sw To 12 St SW",S,3008,Active,8,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0904765 51.0440321, -114.0909958 51.0440469))",
3181,,,Parking Zone,Parallel,"10 Av SE ,  Fr MacLeod Tr SE To 3 St SE",S,3181,Active,14,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.057316 51.0430928, -114.0573872 51.043095))",Victoria Park
3705,,,Loading Zone,Parallel,"Centre St S ,  Fr 12 Av SE To 13 Av SE",E,3704,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0632373 51.0412571, -114.0632409 51.041205))",Victoria Park
3115,,,Loading Zone,Parallel,"11 Av SW ,  Fr 4 St Sw To 5 St SW",N,3115,Active,12,"0910-1520 MON-FRI, 0910-1750 SAT",20,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.072174 51.042713, -114.0720672 51.0427101))",Beltline
3114,,,Parking Zone,Parallel,"11 Av SW ,  Fr 4 St Sw To 5 St SW",N,3114,Active,12,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0724945 51.0426955, -114.0724591 51.0426945, -114.0723766 51.0426922, -114.0723278 51.0426908))",Beltline
3704,,,Parking Zone,Parallel,"Centre St S ,  Fr 12 Av SE To 13 Av SE",E,3704,Active,14,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0632409 51.041205, -114.0632536 51.0410245))",Victoria Park
4413,,,Parking Zone,Parallel,"17 Av SW ,  Fr 9 St SW To 10 St SW",N,4413,Active,11,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0865433 51.0378797, -114.0848571 51.0378805))",Uptown 17
3190,,,Parking Zone,Parallel,"11 Av SE ,  Fr 3 St SE To MacLeod Tr SE",N,3190,Active,14,0910-1750 MON-FRI,240,none,none,,,"MULTILINESTRING ((-114.0565077 51.0422413, -114.056294 51.0422353))",Victoria Park
5050,,,Parking Zone,Parallel,"14 Av NW ,  Fr Centre St N To Centre B St N",N,5050,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",540,none,none,,,"MULTILINESTRING ((-114.0630677 51.0654159, -114.0629721 51.0654157))",
1080,,,Parking Zone,Angle,"4 St SW ,  Fr Eau Claire Av SW To 2 Av SW",E,1080,Active,5,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0714228 51.0517435, -114.071417 51.0517608, -114.0714171 51.0520757, -114.0714171 51.0520866))",Downtown
5038,,,Parking Zone,Parallel,"15 Av NW ,  Fr 1 St NW To Centre B St N",S,5038,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",540,none,none,,,"MULTILINESTRING ((-114.0639568 51.065974, -114.0640581 51.0659743))",
4965,,,Parking Zone,Parallel,"Centre St N ,  Fr 9 Av NE To 10 Av NE",E,4965,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0624247 51.0613403, -114.0624261 51.0611165))",Crescent Heights Village
3673,,,Parking Zone,Parallel,"1 St SW ,  Fr 12 Av SW To 13 Av SW",W,3673,Active,12,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0658973 51.0412542, -114.0659229 51.040895))",First Street
4962,,,Parking Zone,Parallel,"9 Av NE ,  Fr 1 St NE To Centre St N",N,4962,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0621573 51.0607002, -114.0619632 51.0606995))",Crescent Heights Village
4965,,,Parking Zone,Parallel,"Centre St N ,  Fr 9 Av NE To 10 Av NE",E,4965,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0624252 51.0609675, -114.062425 51.0608398))",Crescent Heights Village
4950,,,Parking Zone,Parallel,"Centre St N ,  Fr 8 Av NE To 9 Av NE",E,4950,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0624269 51.0605348, -114.0624272 51.0603568, -114.0624255 51.0602018, -114.0624249 51.060197, -114.0624243 51.060195))",Crescent Heights Village
4989,,,Parking Zone,Parallel,"11 Av NE ,  Fr 1 St NE To Centre St N",N,4989,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0622675 51.0624865, -114.0621652 51.0624861))",Crescent Heights Village
4978,,,Parking Zone,Parallel,"Centre St N ,  Fr 10 Av NE To 11 Av NE",E,4978,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0624206 51.0622981, -114.0624209 51.0621695))",Crescent Heights Village
3122,,,Parking Zone,Parallel,"10 Av SW ,  Fr 2 St SW To 4 St SW",S,3122,Active,12,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0683654 51.0434096, -114.0685663 51.0434153))",Beltline
3141,,,Parking Zone,Parallel,"11 Av SW ,  Fr 1 St Sw To 2 St Sw",N,3141,Removed,12,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0673532 51.0425454, -114.066937 51.0425337))",Victoria Park
3141,,,Parking Zone,Parallel,"11 Av SW ,  Fr 1 St Sw To 2 St Sw",N,3141,Active,12,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0679259 51.0425616, -114.0676067 51.0425526))",Victoria Park
3141,,,Parking Zone,Parallel,"11 Av SW ,  Fr 1 St Sw To 2 St Sw",N,3141,Active,12,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0673532 51.0425454, -114.0660112 51.0425085))",Victoria Park
3364,,,Parking Zone,Parallel,"11 Av SW ,  Fr 5 St SW To 6 St SW",S,3364,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0755453 51.0426647, -114.0763374 51.0426872))",Beltline
3393,,,Parking Zone,Parallel,"11 Av SW ,  Fr 2 St SW To 4 St SW",S,3393,Active,12,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0698539 51.0424737, -114.0699065 51.042488, -114.0701168 51.0424961, -114.0701545 51.042513, -114.0702024 51.0425143))",
3406,,,Parking Zone,Parallel,"11 Av SW ,  Fr 1 St SW To 2 St SW",S,3406,Active,12,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0674662 51.0424354, -114.0679107 51.042448))",Victoria Park
3408,,,Parking Zone,Parallel,"11 Av SW ,  Fr 1 St SW To 2 St SW",S,3408,Active,12,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0659697 51.0423942, -114.0661407 51.0423983))",Victoria Park
3134,,,Parking Zone,Parallel,"10 Av SW ,  Fr 1 St Sw To 2 St Sw",S,3134,Active,12,0910-1750 MON-FRI,120,AM,07:00 - 08:30,,,"MULTILINESTRING ((-114.0675495 51.0433882, -114.0679014 51.0433976))",Victoria Park
3340,,,Parking Zone,Parallel,"7 St SW ,  Fr 11 Av SW To 12 Av SW",W,3340,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0790922 51.0423872, -114.0790694 51.0427079))",Beltline
3380,,,Parking Zone,Parallel,"11 Av SW ,  Fr 4 St SW To 5 St SW",S,3380,Active,12,0910-1750 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.072089 51.0425665, -114.0728583 51.0425886))",
3362,,,Parking Zone,Parallel,"7 St SW ,  Fr 11 Av SW To 12 Av SW",E,3362,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0789615 51.0425688, -114.0789647 51.0425239, -114.0789738 51.0423952, -114.0789741 51.0423874))",Beltline
3354,,,Parking Zone,Parallel,"6 St SW ,  Fr 11 Av SW To 12 Av SW",W,3354,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0766326 51.0423288, -114.0766284 51.0423904, -114.076623 51.0424686, -114.0766124 51.0426198))",Beltline
3375,,,Parking Zone,Parallel,"6 St SW ,  Fr 11 Av SW To 12 Av SW",E,3375,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0765226 51.042224, -114.0765357 51.0420327))",
2837,,,Parking Zone,Parallel,"Kensington Cl NW ,  Fr 12 St NW To 13 St NW",N,K,Active,19,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0929844 51.0515035, -114.0925527 51.0515939))",
2840,,,Parking Zone,Parallel,"13 St NW ,  Fr Kensington Rd  To Kensington Cl NW",E,K,Active,19,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0932218 51.0522733, -114.0932218 51.0522631, -114.0932221 51.0521825))",
3482,,,Parking Zone,Parallel,"5 St SE, Fr 11 AV SE To 12 AV SE",W,3478,Active,15,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.051089 51.0416997, -114.0510884 51.0417075, -114.0510869 51.041724, -114.0510863 51.0417313, -114.0510854 51.0417451, -114.0510835 51.0417771, -114.0510826 51.041792, -114.0510813 51.0418087, -114.051077 51.041865, -114.0510735 51.0419133, -114.0510733 51.0419178, -114.0510731 51.0419226, -114.051073 51.041926))",Victoria Park
2837,,,Parking Zone,Parallel,"Kensington Cl NW ,  Fr 12 St NW To 13 St NW",N,K,Active,19,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0924391 51.0516174, -114.0920191 51.051704, -114.0920093 51.0517057))",
2840,,,Parking Zone,Parallel,"13 St NW ,  Fr Kensington Rd  To Kensington Cl NW",E,K,Active,19,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0932219 51.051999, -114.093222 51.0516071))",
4057,,,Parking Zone,Parallel,"11 St SW ,  Fr 14 Av SW To 15 Av SW",W,4057,Active,8,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0891494 51.0395681, -114.0891413 51.0396732, -114.0891412 51.039675))",
5279,,,Parking Zone,Angle,"Centre Av NE ,  Fr 8 St NE To 8A St NE",S,5279,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",240,none,none,,,"MULTILINESTRING ((-114.0421971 51.0523595, -114.0427155 51.0523609))",Bridgeland
4825,,,Parking Zone,Parallel,"23 Av SW ,  Fr 4 St SW To 5 St SW",N,4825,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0723403 51.0325177, -114.0722148 51.0325179))",4 Street SW
5126,,,Parking Zone,Parallel,"1 Av NE ,  Fr 8 St NE To 8A St NE",N,5126,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0427727 51.0533049, -114.0424425 51.053304))",Bridgeland
5140,,,Parking Zone,Parallel,"1 Av NE ,  Fr 9 St NE To 9A St NE",N,5140,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0400637 51.0532948, -114.0400564 51.0532961, -114.0400424 51.0532979, -114.040016 51.053299, -114.0397675 51.0532974))",Bridgeland
3546,,,Parking Zone,Parallel,"11 St SW ,  Fr 12 Av SW To 13 Av SW",W,3546,Active,8,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0890098 51.0417555, -114.0890044 51.0418286, -114.0890028 51.0418543))",
5234,,,Parking Zone,Parallel,"9A St NE ,  Fr Centre Av NE To 1 Av NE",W,5234,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0390911 51.0528707, -114.0390912 51.0531179, -114.0390921 51.0531278))",Bridgeland
4058,,,Loading Zone,Parallel,"11 St SW ,  Fr 14 Av SW To 15 Av SW",W,4058,Active,8,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0891573 51.039446, -114.0891573 51.0394587, -114.0891574 51.0394617, -114.0891494 51.0395681))",
5194,,,Parking Zone,Parallel,"7A St NE ,  Fr Centre Av NE To 1 Av NE",E,5194,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0442764 51.0531299, -114.0442767 51.0530283))",Bridgeland
5281,,,Parking Zone,Parallel,"Centre Av NE ,  Fr 8A St NE To 9 St NE",S,5281,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",240,none,none,,,"MULTILINESTRING ((-114.0407509 51.052314, -114.0414098 51.0523163))",Bridgeland
5131,,,Parking Zone,Parallel,"9 St NE ,  Fr 1 Av NE To 2 Av NE",W,5131,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0404213 51.0534401, -114.0404213 51.0534402, -114.0404211 51.0534841, -114.0404198 51.0537476))",Bridgeland
5197,,,Parking Zone,Parallel,"1 Av NE ,  Fr 8 St NE To 8A St NE",S,5197,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.042545 51.0532042, -114.0427983 51.0532049))",Bridgeland
5185,,,Parking Zone,Parallel,"1 Av NE ,  Fr 7A St NE To 8 St NE",S,5185,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0432399 51.0532184, -114.0432786 51.0532077, -114.0432932 51.0532053, -114.0433042 51.0532048, -114.0434399 51.0532053, -114.0435312 51.0532056, -114.0435571 51.0532057, -114.0436842 51.0532061, -114.0439192 51.0532069, -114.0440077 51.0532071, -114.0440237 51.0532078, -114.0440394 51.0532097))",Bridgeland
5126,,,Parking Zone,Parallel,"1 Av NE ,  Fr 8 St NE To 8A St NE",N,5126,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0422772 51.0533035, -114.0418964 51.0533024, -114.0418849 51.0533024))",Bridgeland
5140,,,Parking Zone,Parallel,"1 Av NE ,  Fr 9 St NE To 9A St NE",N,5140,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0395956 51.0532968, -114.0393332 51.0532958, -114.039324 51.0532953, -114.039315 51.053294, -114.0393063 51.053292))",Bridgeland
4057,,,Parking Zone,Parallel,"11 St SW ,  Fr 14 Av SW To 15 Av SW",W,4057,Active,8,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0891287 51.0399024, -114.0891208 51.0400313, -114.0891153 51.0401027))",
5209,,,Parking Zone,Parallel,"1 Av NE ,  Fr 8A St NE To 9 St NE",S,5209,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0406085 51.0532, -114.0410136 51.0532007))",Bridgeland
5221,,,Parking Zone,Parallel,"General Av NE ,  Fr 8A St NE To 9 St NE",S,5221,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",60,none,none,,,"MULTILINESTRING ((-114.0405482 51.053022, -114.0410023 51.0530232, -114.0415024 51.0530245))",Bridgeland
5199,,,Parking Zone,Parallel,"1 Av NE ,  Fr 8 St NE To 8A St NE",S,5199,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0418457 51.0532022, -114.0423235 51.0532036))",Bridgeland
5231,,,Parking Zone,Parallel,"1 Av NE ,  Fr 9 St NE To 9A St NE",S,5231,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0393328 51.0531974, -114.0393424 51.0531958, -114.0393523 51.0531951, -114.0393562 51.053195, -114.0400238 51.0531971, -114.040031 51.0531973, -114.0400361 51.0531978, -114.0400469 51.0531996))",Bridgeland
5133,,,Parking Zone,Parallel,"1 Av NE ,  Fr 8A St NE To 9 St NE",N,5133,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0415448 51.0533012, -114.0411437 51.0533001))",Bridgeland
5188,,,Parking Zone,Parallel,"8 St NE ,  Fr Centre Av NE To 1 Av NE",W,5188,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0430855 51.0529469, -114.0430855 51.0529536, -114.0430856 51.0530549, -114.0430838 51.0530684, -114.0430784 51.0530816))",Bridgeland
5228,,,Parking Zone,Parallel,"8A St NE ,  Fr General Av NE To Centre Av NE",E,5228,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0416304 51.0529903, -114.0416302 51.052869))",Bridgeland
5119,,,Parking Zone,Parallel,"1 Av NE ,  Fr 7A St NE To 8 St NE",N,5119,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0440425 51.0533077, -114.0440392 51.053308, -114.044035 51.0533083, -114.0440311 51.0533084, -114.0440273 51.0533085, -114.0440236 51.0533086, -114.0437444 51.0533078))",Bridgeland
5113,,,Parking Zone,Parallel,"1 Av NE ,  Fr 7 St NE To 7A St NE",N,5113,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0449551 51.0533111, -114.0445515 51.0533101))",Bridgeland
5143,,,Handicapped Zone,Parallel,"9 St NE ,  Fr 1 Av NE To 2 Av NE",E,5143,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0403033 51.0535253, -114.0403032 51.053439))",Bridgeland
5179,,,Parking Zone,Parallel,"1 Av NE ,  Fr 7 St NE To 7A St NE",S,5179,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0445542 51.0532094, -114.044784 51.0532094, -114.0449364 51.0532098))",Bridgeland
5236,,,Parking Zone,Parallel,"9 St NE ,  Fr Centre Av NE To 1 Av NE",E,5236,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0402882 51.0531216, -114.0402883 51.0531206, -114.0402882 51.0529023))",Bridgeland
5182,,,Parking Zone,Parallel,"7A St NE ,  Fr Centre Av NE To 1 Av NE",W,5182,Active,21,"0910-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0444293 51.0528784, -114.0444294 51.0530411))",Bridgeland
4280,,,Parking Zone,Parallel,"16 Av SW ,  Fr 11 St SW To 12 St SW",N,4280,Active,10,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.091211 51.0384536, -114.0893877 51.0384021))",
4279,,,Handicapped Zone,Parallel,"16 Av SW ,  Fr 11 St SW To 12 St SW",N,4279,Active,10,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0913097 51.0384564, -114.091211 51.0384536))",
4309,,,Parking Zone,Angle,"16 Av SW ,  Fr 9 St SW To 10 St SW",N,4309,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0851174 51.0382851, -114.0845444 51.0382687))",
4308,,,Parking Zone,Angle,"16 Av SW ,  Fr 9 St SW To 10 St SW",N,4308,Active,11,0910-1750 MON-SAT,240,none,none,,,"MULTILINESTRING ((-114.0864927 51.0383235, -114.0864862 51.0383243, -114.0856495 51.0383003))",
1180,,,Loading Zone,Parallel,"3 Av SW ,  Fr 5 St SW To 6 St SW",N,1180,Active,5,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0740228 51.0506722, -114.073849 51.0506671))",Downtown
4857,,,Parking Zone,Parallel,"24 Av SW ,  Fr 2 St SW To 4 St SW",N,4857,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0712108 51.0315621, -114.0709616 51.031555))",4 Street SW
1198,,,Loading Zone,Parallel,"5 St SW ,  Fr 2 Av SW To 3 Av SW",E,1198,Active,5,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0733785 51.050975, -114.0733894 51.0508232))",Downtown
4969,,,Parking Zone,Parallel,"Centre St N ,  Fr 11 Av NW To 10 Av NW",W,4969,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0626362 51.0617013, -114.0626358 51.0620699, -114.0626341 51.0623324))",Crescent Heights Village
4986,,,Parking Zone,Parallel,"11 Av NW ,  Fr 1 St NW To Centre St N",N,4986,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.06318 51.0624918, -114.0630074 51.0624906))",Crescent Heights Village
5054,,,Parking Zone,Parallel,"1 St NW ,  Fr 15 Av NW To 16 Av NW",W,5054,Active,22,"1110-1520 MON-FRI, 0910-1750 SAT",540,none,none,,,"MULTILINESTRING ((-114.0650793 51.0664799, -114.06508 51.0666165, -114.0650794 51.0666236, -114.0650752 51.0666367, -114.0650656 51.0666505, -114.0650536 51.0666623))",
3908,,,Parking Zone,Parallel,"14 Av SW ,  Fr 4 St SW To 5 St SW",N,3908,Active,13,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0727125 51.0398218, -114.0721997 51.0398073))",4 Street SW
3475,,,Parking Zone,Parallel,"3 St SE ,  Fr 11 Av SE To 12 Av SE",E,3475,Active,15,0910-1750 MON-FRI,240,none,none,,,"MULTILINESTRING ((-114.0558338 51.041622, -114.0558543 51.0413436))",Victoria Park
1179,,,Parking Zone,Parallel,"3 Av SW ,  Fr 5 St SW To 6 St SW",N,1179,Active,5,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0744132 51.0506836, -114.0740228 51.0506722))",Downtown
1215,,,Loading Zone,Parallel,"2 Av SW ,  Fr 2 St SW To 3 St SW",S,1215,Active,5,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0679181 51.0513241, -114.0681033 51.0513294))",Downtown
1179,,,Parking Zone,Parallel,"3 Av SW ,  Fr 5 St SW To 6 St SW",N,1179,Active,5,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0757331 51.0507256, -114.0753684 51.0507153))",Downtown
