DESCRIPTION,PARKING_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,GLOBALID
SCH593,NA,Parallel,Active,Andrew Sibbald School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0414474 50.9347676, -114.0411181 50.9345865))",20c15130-7ad1-42f2-857f-9884e9ddb141
SCH628,NA,Parallel,Active,Foundation of Future Chartered Academy NW,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0787154 51.0936047, -114.0786649 51.0935805, -114.0786248 51.0935605, -114.0785986 51.0935477, -114.0785815 51.09354, -114.0785623 51.0935336, -114.0785406 51.0935282, -114.078519 51.0935246, -114.0784977 51.0935242, -114.0784735 51.0935247, -114.0784497 51.0935265))",73607680-6681-42ef-92e0-f933fddec0f2
SCH651,NA,Parallel,Active,Children Village School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-114.0415031 51.0641596, -114.0414248 51.0641528, -114.0413251 51.064143, -114.0412339 51.0641329, -114.0411118 51.0641202, -114.0409637 51.0641006, -114.0409604 51.0641001))",6e354c10-0b02-4969-8c7c-b65deb84cd40
SCH687,NA,Parallel,Active,Altadore School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1003776 51.0133827, -114.1003761 51.0133817, -114.1003742 51.0133805, -114.1003723 51.0133792, -114.1003709 51.0133784, -114.1003694 51.0133776, -114.1003679 51.0133769, -114.1003664 51.0133761, -114.1003649 51.0133754, -114.1003617 51.013374, -114.1003585 51.0133726, -114.1003552 51.0133713, -114.1003519 51.01337, -114.1003485 51.0133688, -114.1003451 51.0133677, -114.1003416 51.0133667, -114.100338 51.0133657, -114.1003344 51.0133648, -114.1003307 51.013364, -114.1003272 51.0133633, -114.1003238 51.0133627, -114.1003202 51.0133621, -114.1003167 51.0133616, -114.1003131 51.0133612, -114.1003105 51.013361, -114.100308 51.0133607, -114.1003054 51.0133605, -114.1003002 51.0133603, -114.1002475 51.0133599, -114.1001774 51.0133598))",3afce534-472b-446e-b6d4-c8360d8cdf68
SCH700,NA,Parallel,Active,New Heights School,Lanes (Alleys),W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.1222146 51.0181871, -114.1221588 51.0181786, -114.1220894 51.0181768, -114.1220396 51.0181825, -114.1219929 51.0181949, -114.1219552 51.0182054, -114.1219281 51.0182169, -114.1219176 51.0182312))",c40fe004-6271-475f-8b68-af0a5d27b5c1
SCH704,NA,Parallel,Active,William Reid School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0907002 51.0217132, -114.0906758 51.0217056, -114.0906499 51.0217006, -114.0906229 51.0216982, -114.0905957 51.0216985, -114.090569 51.0217015, -114.0905433 51.0217072, -114.0905377 51.0217085, -114.0905319 51.0217093, -114.090526 51.0217095, -114.0905072 51.0217095))",8ea367ea-1ddd-482e-b85b-88c7b40688f2
SCH710,NA,Parallel,Active,Elbow Park School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0834624 51.0193135, -114.0834446 51.019312, -114.0834265 51.019312, -114.0833473 51.0193137, -114.083268 51.0193128, -114.083189 51.0193093, -114.0831712 51.0193091, -114.0831535 51.0193106, -114.0831365 51.0193139, -114.0831143 51.0193181, -114.0830913 51.0193199, -114.0830681 51.0193194, -114.0823075 51.0192629, -114.08227 51.0192602))",8d630e80-1cea-4761-a98d-fb0730a622a2
SCH72,NA,Parallel,Active,Falconridge School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9480157 51.0993682, -113.9473564 51.0995202))",a9e5202b-03d6-401a-b862-ba5e97c0dffe
SCH723,NA,Parallel,Active,Guardian Angel School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.2160825 51.039909, -114.2160615 51.0398997, -114.2160385 51.0398925, -114.2160141 51.0398875, -114.2159888 51.0398848, -114.2159631 51.0398844, -114.2159377 51.0398865))",2cb96ac9-1278-495c-9540-7a27f37e26d3
SCH73,NA,Parallel,Active,Falconridge School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9442025 51.1000038, -113.9441903 51.0999999, -113.9441808 51.0999968, -113.9441582 51.0999936, -113.9441288 51.0999909, -113.9441074 51.099991, -113.944032 51.0999952, -113.9438789 51.1000043, -113.9438443 51.1000063))",4685e68e-e797-44b4-8d43-7de7317fa785
SCH735,NA,Parallel,Active,Blessed Newman School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-113.9891811 50.9061865, -113.9891502 50.9061932, -113.9891139 50.9062046, -113.9890805 50.9062192, -113.9890508 50.9062366, -113.988984 50.9062825, -113.9889188 50.9063293, -113.988831 50.9063957))",ce7ae438-4be7-40cc-abd0-5a7ee20c6db4
SCH748,NA,Parallel,Active,Monsignor AL Hetherington School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9332692 51.0992066, -113.9332334 51.0992054, -113.933188 51.099204, -113.9330709 51.0991984, -113.932983 51.0991927, -113.9328758 51.0991848, -113.9328601 51.0991833))",1e22c924-4b9e-4eee-aafa-dd739df16d3c
SCH750,NA,Parallel,Active,Grant Ewan School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9469533 51.1053797, -113.9469192 51.1053797, -113.9468808 51.1053798, -113.946729 51.1053808, -113.9465452 51.1053817, -113.9464555 51.1053812))",acb2f194-e6fc-43d2-bb31-0698822e2fb7
SCH753,NA,Parallel,Active,Grant Ewan School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9422525 51.1061183, -113.9421543 51.1061554, -113.9420573 51.1061947))",5490892c-eda8-4168-b182-95f929b1c801
SCH755,NA,Parallel,Active,OS Geiger School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9620774 51.1045375, -113.9620653 51.1045299, -113.9620364 51.1045119, -113.9619271 51.1044429, -113.9618665 51.1044053))",09501c0b-9123-42b0-8517-16687dbac12c
SCH756,NA,Parallel,Active,OS Geiger School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.961262 51.1040303, -113.9612033 51.1039923, -113.9611503 51.1039585, -113.9611122 51.1039338, -113.9610637 51.1039057, -113.9610035 51.1038711, -113.9609551 51.1038431, -113.9609159 51.1038241))",a803d941-5a4c-4f9b-8fb2-a3e95aa7c284
SCH765,NA,Parallel,Active,Le Roi Daniels School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0597933 50.9822262, -114.0597757 50.9822205, -114.0597696 50.9822191, -114.0597633 50.9822182, -114.0597567 50.9822174, -114.0597501 50.9822167, -114.0597435 50.982216, -114.0597368 50.9822152, -114.0597302 50.9822145, -114.0597104 50.9822138, -114.0596702 50.9822137, -114.0595746 50.9822135, -114.0594536 50.9822135, -114.0592972 50.9822136, -114.0591538 50.9822134, -114.0590049 50.9822136, -114.0588942 50.9822137, -114.0587229 50.9822134, -114.0585544 50.9822132, -114.05831 50.982213, -114.0581515 50.9822129, -114.0579769 50.9822133, -114.0579557 50.9822133, -114.0577507 50.9822133, -114.0576087 50.9822141, -114.0574678 50.9822138, -114.0572793 50.9822136, -114.0571784 50.9822133, -114.0571575 50.9822134, -114.0571366 50.9822135, -114.0571157 50.9822135, -114.0570948 50.9822136, -114.057074 50.9822136, -114.0570632 50.9822136, -114.0570525 50.9822136, -114.0570417 50.9822135, -114.057031 50.9822135, -114.0570202 50.9822135, -114.0570125 50.9822136, -114.0570048 50.9822138, -114.0569971 50.9822143, -114.0569894 50.982215, -114.0569818 50.9822158, -114.0569752 50.9822167, -114.0569688 50.9822182, -114.0569627 50.9822199, -114.0569566 50.982222, -114.0569506 50.9822242, -114.0569426 50.9822273, -114.0569349 50.9822305))",dacf4556-3569-4fc6-ac42-87da65c9b2b5
SCH773,SS,Parallel,Active,Rundle School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9740947 51.0708004, -113.9740433 51.0707848, -113.9739665 51.070765, -113.9738961 51.0707482, -113.9738312 51.0707349, -113.9737662 51.0707235, -113.9737063 51.0707135, -113.9736415 51.0707064, -113.9735827 51.0706991, -113.9735452 51.0706955, -113.973506 51.0706921, -113.9734359 51.0706878, -113.9733588 51.0706855, -113.9732693 51.0706845, -113.9731717 51.0706845, -113.9731071 51.0706845))",aa6fe821-4f3b-4933-b6fe-508f9ed9e430
SCH778,MRT,Parallel,Active,Crossing Park School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9650061 51.1150318, -113.9649819 51.1150304, -113.9649588 51.1150281, -113.9649189 51.1150221, -113.9648867 51.1150168, -113.9648543 51.115013, -113.9648298 51.1150111, -113.9647975 51.1150099, -113.9647592 51.1150102, -113.9647302 51.1150118, -113.9646918 51.1150157, -113.9646571 51.115021, -113.9646218 51.1150283, -113.9645965 51.1150348, -113.9645741 51.1150414, -113.9645519 51.1150489, -113.9645271 51.1150586, -113.9645068 51.1150676))",a2973f05-a7e9-44ca-b162-d1af7500e360
SCH779,MRT,Parallel,Active,Crossing Park School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9655019 51.115032, -113.9653322 51.1150321))",97e8b445-de97-4689-9fb7-d8e4086fe224
SCH783,NA,Parallel,Active,St Thomas More School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9465714 51.0849586, -113.9462867 51.0849582, -113.9459179 51.0849574))",0695f968-2536-4280-93e4-15982847e052
SCH786,NA,Parallel,Active,Annie Foote School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9412975 51.0850284, -113.9412596 51.0850361, -113.9412031 51.0850475, -113.9410943 51.0850711, -113.940979 51.0851001, -113.9408572 51.0851342, -113.9407975 51.0851538, -113.9407507 51.0851704, -113.9407366 51.0851753))",ca4609cb-a345-47a7-962c-d8e6f2f61990
SCH802,SS,Parallel,Active,St Rupert School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9701711 51.0781687, -113.9700821 51.0781694, -113.9699825 51.0781691, -113.9698559 51.0781686, -113.9696902 51.0781675, -113.9695359 51.0781673, -113.9693477 51.0781676, -113.9692236 51.0781683, -113.969185 51.0781684))",210f5b0b-c49a-4c01-8e73-0326650a01b0
SCH815,NA,Parallel,Active,Ecole Notre Dame de la Paix School,Lanes (Alleys),W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.0448834 50.9503269, -114.0442614 50.9503352))",8dab858f-b345-426d-9d79-5dbcceca8d12
SCH837,KK,Parallel,Active,Saint Augustine Elementary Junior High School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0817831 50.9912952, -114.081771 50.9913042, -114.0817579 50.9913113, -114.0817433 50.9913171, -114.0817275 50.9913215, -114.0817108 50.9913243, -114.0816935 50.9913256, -114.081676 50.9913253, -114.0816588 50.9913233, -114.0816422 50.9913197, -114.0816267 50.9913146, -114.0816126 50.991308))",79642697-c99b-4131-b280-7309ef7c6d2f
SCH843,II,Parallel,Active,St James School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1121591 51.0014285, -114.1121453 51.0014285, -114.1121275 51.0014284, -114.1121137 51.0014284, -114.1120972 51.001429, -114.1120854 51.0014305, -114.1120718 51.0014328, -114.1120577 51.0014354, -114.1120439 51.0014386, -114.1120389 51.0014406, -114.112032 51.0014433, -114.112022 51.0014485, -114.1120112 51.0014544, -114.1120026 51.001461, -114.1119942 51.0014675, -114.1119867 51.0014747, -114.1119813 51.0014812, -114.1119761 51.0014894))",d170ad22-6314-4517-8607-7130ad327ea0
SCH844,R,Parallel,Active,Calgary Jewish Academy,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0940707 50.9936994, -114.0940555 50.9937082, -114.0940442 50.9937144, -114.0940307 50.9937214, -114.0940186 50.993728, -114.0940051 50.9937352, -114.093994 50.9937405, -114.093983 50.9937461, -114.0939678 50.993754, -114.0939532 50.9937596, -114.0939234 50.9937714, -114.0939097 50.9937768, -114.0939004 50.993781, -114.093883 50.9937877, -114.0938648 50.993793, -114.0938508 50.9937972, -114.0938389 50.9938008, -114.0938267 50.9938046, -114.09382 50.9938073, -114.0937669 50.9938206, -114.0937534 50.9938235, -114.0937405 50.993827, -114.0937263 50.9938299, -114.0937011 50.9938353, -114.0936857 50.993837, -114.0936732 50.9938384, -114.0936615 50.9938398, -114.0936533 50.9938407, -114.093639 50.9938426, -114.0935338 50.9938509, -114.0935197 50.9938523, -114.0934947 50.9938526, -114.0934668 50.9938526, -114.0934559 50.9938516, -114.0934443 50.9938501, -114.0934327 50.993848, -114.0934241 50.9938463, -114.0934136 50.9938445, -114.0934025 50.993842, -114.0933917 50.9938383, -114.0933825 50.9938353, -114.0933733 50.9938321, -114.0933684 50.99383))",0f250f74-349a-4d97-94bf-d97baff46b62
SCH848,R,Parallel,Active,Calgary Jewish Academy,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.093652 50.9937441, -114.0936381 50.9937401, -114.0936217 50.9937347, -114.0936153 50.9937328, -114.093608 50.9937298, -114.0935937 50.9937243, -114.0935846 50.9937215, -114.0935763 50.9937185, -114.0935679 50.9937144, -114.0935607 50.9937109, -114.0935519 50.9937063, -114.0935448 50.9937026, -114.0935372 50.9936975, -114.0935288 50.9936938, -114.0935205 50.9936906, -114.0935138 50.9936881, -114.093507 50.9936867, -114.0935004 50.9936855, -114.0934927 50.9936843, -114.0934845 50.9936837, -114.0934781 50.9936836, -114.0934705 50.9936842, -114.0934625 50.9936853, -114.0934538 50.9936877, -114.0934455 50.9936901, -114.0934378 50.9936936, -114.093431 50.9936979, -114.0934233 50.9937038, -114.0934179 50.9937089, -114.0934158 50.9937133, -114.0934143 50.9937173, -114.093414 50.9937188))",1d84482e-c7ab-4a24-802b-bbc87398af27
SCH851,NA,Parallel,Active,St William School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.059768 50.9529449, -114.0597373 50.9529402, -114.0597317 50.9529394, -114.059729 50.9529391, -114.0597263 50.9529387, -114.0597236 50.9529384, -114.059721 50.952938, -114.0597183 50.9529376, -114.0597066 50.9529364, -114.0596947 50.9529357, -114.0596828 50.9529354, -114.0596708 50.9529353, -114.0596589 50.9529354, -114.0596444 50.9529355, -114.0596298 50.9529356, -114.0596152 50.9529357, -114.0596007 50.9529358, -114.0595932 50.9529358))",a19f81a4-b678-4824-b589-ab63234124ef
SCH865,NA,Parallel,Active,Emily Follenbee School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0961739 51.0087929, -114.0961552 51.0087833, -114.0961342 51.0087758, -114.0961116 51.0087706, -114.0960879 51.0087678, -114.0960638 51.0087675, -114.0959412 51.0087722, -114.095834 51.0087741, -114.0957615 51.0087756, -114.095749 51.0087759))",409a42be-a2f4-4f33-b3c5-8418e52330f6
SCH901,NA,Parallel,Active,Renfrew Educational Services,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-114.0077383 51.0689789, -114.0075846 51.0689783))",d4c71a47-8b53-4fe9-87d7-255dd6513b3f
SCH902,NA,Parallel,Active,Renfrew Educational Services,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-114.007343 51.0689774, -114.0071858 51.0689768))",eda2cc0f-c1c5-4bf4-a664-9bfe55c1843a
SCH903,NA,Parallel,Active,Richmond School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.1150441 51.030523, -114.1150287 51.0305139, -114.1149933 51.030499, -114.114955 51.0304881, -114.1149034 51.0304822, -114.1148395 51.03048, -114.1147702 51.0304777, -114.1146787 51.0304754, -114.1146085 51.0304743))",5771660a-1878-4d34-91ee-ba69152204e1
SCH904,NA,Parallel,Active,Richmond School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1143297 51.0304722, -114.1142562 51.0304723))",325f6695-d376-4de3-90b5-5edc3815be6b
SCH907,NA,Parallel,Active,Sunalta School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1112088 51.0410166, -114.1111784 51.0409941, -114.111121 51.0409826))",220e2adf-8ef9-466c-8636-dd6b9b8c567c
SCH908,NA,Parallel,Active,Sunalta School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1110818 51.0409677, -114.1110593 51.040967, -114.1110318 51.0409648, -114.1109924 51.0409597, -114.1106363 51.0409143))",8ad4155e-f041-4691-920c-76ee5b2020d6
SCH921,NA,Parallel,Active,Collingwood School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1026075 51.0861546, -114.1025979 51.086144, -114.1025861 51.0861329, -114.1025722 51.0861237, -114.1025571 51.0861151, -114.1024236 51.0860606, -114.1023189 51.0860151, -114.1022257 51.085972, -114.1021975 51.0859589, -114.1020817 51.0859034, -114.1019664 51.0858434, -114.1018875 51.0857994, -114.1018637 51.0857883, -114.1018226 51.0857786))",e3c09ce6-ac47-4160-81cc-43e658388a59
SCH922,NA,Parallel,Active,Collingwood School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1015983 51.08564, -114.1015868 51.0856316, -114.1015752 51.0856237, -114.101557 51.0856131, -114.1014368 51.085546, -114.1013069 51.0854744, -114.1012888 51.0854644))",ca7b9228-2de1-4fe4-98f5-3aac464655b2
SCH924,NA,Parallel,Active,St Francis High School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1012183 51.0854252, -114.1011908 51.0854099, -114.1011356 51.0853791, -114.1009895 51.0852965, -114.1009341 51.0852668, -114.1009134 51.0852577, -114.1008918 51.0852515, -114.1008747 51.0852492, -114.100866 51.0852482))",e6edf1e5-db18-4690-9279-e6ca54a92aa3
SCH925,NA,Parallel,Active,St Francis High School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1006794 51.0851493, -114.1006762 51.0851402, -114.1006699 51.0851291, -114.1006611 51.0851186, -114.10065 51.0851091, -114.1006369 51.0851006, -114.1006218 51.0850921))",20384591-5078-44da-bdca-eebbd18256fb
SCH93,NA,Parallel,Active,Mountain View Academy,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9872319 51.0889185, -113.98587 51.0889178, -113.9857958 51.0889176, -113.9857677 51.0889185, -113.9857401 51.0889218, -113.9857134 51.0889273, -113.9856881 51.088935))",493bd371-b737-4940-8c63-5745707c9630
SCH938,NA,Parallel,Active,Christine Meikle School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.1604662 51.0846149, -114.1603184 51.0846157))",0394abd2-1f72-49d7-a0f1-4264be02051c
SCH94,NA,Parallel,Active,Mountain View Academy,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9883304 51.0836935, -113.9883121 51.083692, -113.9882363 51.0836905, -113.9881296 51.0836902, -113.987981 51.0836904))",ddc78bf6-4a76-453f-bcf3-2bb294a21a16
SCH958,NA,Parallel,Active,A.E Cross School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1451311 51.021238, -114.1451132 51.0212428, -114.144988 51.0212829, -114.1447386 51.0213656, -114.1444084 51.0214742, -114.1441346 51.0215647, -114.1438296 51.0216653, -114.1435283 51.0217657, -114.1432067 51.0218711, -114.1429316 51.0219616, -114.1426872 51.0220426, -114.1424354 51.0221262, -114.1423845 51.0221429))",d6f02787-a4af-41d7-b94b-dd7c431b8758
SCH967,NA,Parallel,Active,Cranston School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,,"MULTILINESTRING ((-113.9879001 50.8861671, -113.9878873 50.8861567, -113.9878672 50.8861444, -113.9878443 50.8861343, -113.9878191 50.8861267, -113.9877924 50.8861217, -113.9877647 50.8861195))",b68c3dff-f512-4518-a072-69c776be966a
SCH975,NA,Parallel,Active,Douglasdale school,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-113.9836322 50.934935, -113.9835516 50.9349061))",5979e128-a566-4f54-87b3-3ac901e429f8
SCH976,NA,Parallel,Active,Douglasdale school,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-113.9838336 50.935007, -113.9837638 50.9349821))",d9c0375c-3abb-446f-8df7-4f4e79c18ffe
SCH977,NA,Parallel,Active,Douglasdale school,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-113.9842248 50.9351467, -113.9841656 50.9351258))",1d9ebb68-2c38-459f-a59d-a3d9ed6c4a7e
