DESCRIPTION,PARKING_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,GLOBALID
SCH283,K,Parallel,Active,Hillhurst School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0945354 51.0574982, -114.0944945 51.0574799, -114.0944766 51.0574733, -114.0944585 51.0574669, -114.0944403 51.0574607, -114.0944218 51.0574547, -114.0944016 51.0574483, -114.0943814 51.0574419, -114.0943612 51.0574355, -114.094341 51.0574291, -114.0943209 51.0574227, -114.0943017 51.0574165, -114.0942826 51.0574103, -114.0942634 51.0574042, -114.0942443 51.057398, -114.0942251 51.0573919, -114.094203 51.0573851, -114.0941809 51.0573784, -114.0941587 51.0573718, -114.0941365 51.0573652, -114.0941172 51.0573593, -114.0941144 51.0573584, -114.0940952 51.0573524, -114.0940762 51.0573464, -114.0940571 51.0573403, -114.094038 51.0573343, -114.0940189 51.0573283, -114.0939953 51.057321, -114.0939716 51.0573137, -114.093948 51.0573064, -114.0939243 51.0572991, -114.0939007 51.0572918, -114.093879 51.0572849, -114.0938575 51.0572779, -114.093836 51.0572707, -114.0938144 51.0572637, -114.0937928 51.0572567, -114.0937676 51.057249, -114.0937423 51.0572415, -114.0937168 51.0572343, -114.0936911 51.0572273, -114.0936653 51.0572204, -114.0936441 51.057215, -114.0936229 51.0572097, -114.0936015 51.0572047, -114.0935801 51.0571997, -114.0935586 51.0571948, -114.093535 51.0571896, -114.0935114 51.0571846, -114.0934877 51.0571798, -114.0934639 51.0571754, -114.0934398 51.0571712, -114.0934083 51.0571663, -114.0933766 51.0571618, -114.0933449 51.0571577, -114.093313 51.0571539, -114.0932811 51.0571502, -114.0932548 51.0571472, -114.0932285 51.0571444, -114.0932022 51.0571418, -114.0931758 51.0571394, -114.0931493 51.0571372, -114.0931265 51.0571356, -114.0931037 51.0571342, -114.0930939 51.0571338))",bc6b42f2-b998-4e52-885c-d8b0d61a242e
SCH286,SCA,Parallel,Active,Scenic Acres School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.2156047 51.1211069, -114.2156014 51.1210994, -114.215596 51.1210917, -114.2155894 51.1210842, -114.2155818 51.1210772, -114.2155729 51.1210707, -114.2155627 51.121065, -114.215556 51.1210618, -114.2155493 51.1210587, -114.2155426 51.1210557, -114.2155358 51.1210528, -114.2155289 51.1210499, -114.2155237 51.1210478, -114.2155185 51.1210457, -114.2155133 51.1210436, -114.2155082 51.1210415, -114.215503 51.1210394, -114.2154951 51.1210362, -114.2154872 51.1210329, -114.2154792 51.1210297, -114.2154713 51.1210265, -114.2154634 51.1210232, -114.2154571 51.1210207, -114.2154509 51.1210181, -114.2154446 51.1210155, -114.2154383 51.121013, -114.215432 51.1210104, -114.2154289 51.1210096, -114.2154254 51.1210092, -114.2154218 51.1210093, -114.2154181 51.1210095, -114.2154145 51.1210097))",cd345d20-fb45-43b9-82c2-91b7b26ff621
SCH315,H,Parallel,Active,Westmount Mid/High School,Lanes (Alleys),W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,,"MULTILINESTRING ((-114.1312426 51.0702847, -114.13035 51.0707562))",65c4e0c8-eeef-44bb-9d83-049d1cb3dca2
SCH327,S,Parallel,Active,Dr. Roberta Bondar,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1304546 51.0569586, -114.1301794 51.0569596, -114.1298762 51.0569601))",6ef25f1c-67bf-4e52-a36b-1783369f1b7d
SCH33,J,Parallel,Active,Mount Royal University - Holy Cross Campus,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0686871 51.0338365, -114.068674 51.0338315, -114.068654 51.0338298, -114.0686228 51.0338289, -114.0683085 51.0338201, -114.0682343 51.0338183, -114.0679726 51.0338104, -114.0678604 51.0338077, -114.0678002 51.0338051, -114.0677736 51.0338028))",a4de42c2-f9c1-44c7-9699-83f2557b3910
SCH34,J,Parallel,Active,Mount Royal University - Holy Cross Campus,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0677736 51.0338028, -114.0677508 51.0337984, -114.0677293 51.0337919, -114.0677096 51.0337835, -114.0676922 51.0337732, -114.0676776 51.0337613, -114.0676027 51.0336875, -114.0675319 51.033612, -114.0674775 51.0335561, -114.0674174 51.0335025, -114.0673517 51.0334516, -114.0672808 51.0334035, -114.0672049 51.0333584, -114.0671245 51.0333167, -114.0670399 51.0332783, -114.0669514 51.0332436, -114.0668594 51.0332127, -114.0668499 51.0332098, -114.0664087 51.0330754, -114.0663889 51.033068, -114.0663713 51.0330587, -114.0663562 51.0330478, -114.0663442 51.0330354))",c960ed38-6ec9-4c41-8ee5-0ac5945ff57a
SCH344,F,Parallel,Active,King George School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0847285 51.0705932, -114.0847045 51.0705892, -114.0846891 51.0705881, -114.0846447 51.0705881, -114.0841437 51.0705882, -114.0836807 51.0705887, -114.0832694 51.0705888))",1b67fa91-d4ba-4b86-a454-cb9fe820063f
SCH348,J,Parallel,Active,St. Monica School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0662183 51.0371146, -114.0658621 51.0371037, -114.0656103 51.0370967))",81fbcfa1-ce0f-4dec-82c3-a86a131a213d
SCH375,NA,Parallel,Active,Banting and Best School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0156011 50.9941757, -114.0151369 50.9941757, -114.0151007 50.9941775, -114.0150868 50.9941799, -114.0150734 50.9941833))",3ce8651e-6d68-4d14-8d35-2b0190e92632
SCH382,NA,Parallel,Active,St. Patrick School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9472357 51.0716088, -113.947224 51.0716051, -113.9471971 51.0716, -113.9471666 51.0715978, -113.9471433 51.0715973))",b7f32f8d-403d-4b5d-aa42-ea429c183164
SCH389,NA,Parallel,Active,James Short Memorial School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-113.9435826 51.0484746, -113.9437622 51.0484746))",d66f43e3-b3e8-46eb-98dd-fdab20ad6882
SCH39,J,Parallel,Active,Mount Royal University - Holy Cross Campus,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0671697 51.0314468, -114.0668691 51.0314381))",7fe858cf-0310-4bbf-9745-f1c2ec770de4
SCH391,NA,Parallel,Active,James Short Memorial School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-113.9428572 51.0484759, -113.9430808 51.0484756))",fbd96c49-671f-4ae6-9561-55cc6aa83ebc
SCH412,NA,Parallel,Active,St Clement FFCA School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NE,"MULTILINESTRING ((-114.0107072 51.0639037, -114.0106858 51.0639038, -114.0106712 51.0639039, -114.0106552 51.0639044, -114.0106404 51.0639064, -114.0106282 51.0639069, -114.0106169 51.0639103, -114.0106052 51.0639148, -114.0105924 51.0639183, -114.0105826 51.0639219, -114.0105754 51.0639265, -114.0105666 51.0639317, -114.0105588 51.0639383))",3d9cf3b2-705f-48c4-b35a-c38dafcf1226
SCH420,NA,Parallel,Active,Northwest Elementary Campus,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0774253 51.0926753, -114.0772914 51.0926639))",dc909ca5-4ab5-4934-8b64-625e3296584f
SCH432,SDC,Parallel,Active,Father James Whelihan,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0478543 50.9040095, -114.0474643 50.9039514))",22341a15-a029-4822-8590-4e977e3fa937
SCH436,GDL,Parallel,Active,Calgary Christian High,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1611987 51.0305578, -114.1611636 51.0305584, -114.1611362 51.0305589, -114.1610013 51.0305639, -114.1609218 51.0305662, -114.1608235 51.0305688, -114.1608027 51.0305688, -114.1607279 51.0305686))",fda42695-2ce8-4ade-b136-966af8228660
SCH44,P,Parallel,Active,Western Canada High School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0781186 51.0352261, -114.0780985 51.0352241, -114.0780759 51.0352231, -114.0780527 51.0352228, -114.0778849 51.0352229, -114.0778738 51.0352228, -114.0778615 51.0352234, -114.0778495 51.0352251, -114.077838 51.0352279, -114.0778272 51.0352316, -114.0778135 51.0352365, -114.0777988 51.03524, -114.0777835 51.0352421, -114.0777679 51.0352429, -114.0777374 51.0352413, -114.0777078 51.0352367, -114.0776797 51.0352291, -114.077654 51.0352188, -114.0776418 51.035214, -114.0776284 51.0352105, -114.0776144 51.0352085, -114.0776 51.035208, -114.0775856 51.0352091, -114.0775718 51.0352116, -114.0775589 51.0352156, -114.0775487 51.0352189, -114.0775379 51.0352212, -114.0775268 51.0352226, -114.0775154 51.0352231, -114.0774413 51.0352226))",e984d68d-38e4-4a41-9fd1-b5d9f087e5bb
SCH444,GBK,Parallel,Active,Calgary Christian Primary School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.1584182 51.0270245, -114.1583896 51.0270244, -114.158377 51.0270243, -114.1583498 51.0270246, -114.1583303 51.0270263, -114.1583185 51.0270294, -114.158294 51.0270352, -114.1582606 51.0270481, -114.158246 51.0270561, -114.1582343 51.0270673, -114.1582132 51.0270929, -114.1582112 51.0271009, -114.1582102 51.0271071))",d5475bd9-8232-4ca1-b489-47f53432525d
SCH455,NA,Parallel,Active,Our Lady of Peace School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0876559 50.9179546, -114.0875537 50.9179243, -114.0874683 50.917899, -114.0873963 50.9178775, -114.0872515 50.9178354, -114.0871214 50.9177975, -114.0870062 50.9177631, -114.0869214 50.9177384, -114.0868796 50.9177269))",80bcb1a3-81d5-4e16-9bb6-a1fda0c29c8a
SCH456,NA,Parallel,Active,Our Lady of Peace School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0891012 50.9182035, -114.0890772 50.9181928, -114.0890507 50.9181848, -114.0890224 50.9181798, -114.0889931 50.918178))",4d0ca49b-d406-4473-9be9-daf74143a9dd
SCH499,SCA,Parallel,Active,Monsignor E. L. Doyle Elementary School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.2148139 51.122434, -114.2147384 51.1224339, -114.2147341 51.1224339, -114.2146569 51.1224335, -114.2145869 51.1224335, -114.2145069 51.1224337, -114.2144295 51.1224339, -114.2143539 51.1224347, -114.2142757 51.1224354, -114.2141915 51.1224359, -114.2141073 51.1224368, -114.2140284 51.1224376, -114.2139494 51.122437, -114.2138755 51.122437, -114.213805 51.1224375, -114.2137408 51.122437, -114.213674 51.122437, -114.2136032 51.1224379, -114.2135356 51.1224389, -114.2134706 51.1224384, -114.2133819 51.122438, -114.2132956 51.1224388, -114.213217 51.1224395, -114.2131631 51.1224394))",1ddc3690-f7a7-405a-91c3-19d2adb1ef39
SCH503,NA,Parallel,Active,Silver Springs School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1914531 51.1062857, -114.1914219 51.1062857, -114.1914071 51.1062864, -114.1913926 51.1062886, -114.1913789 51.1062923, -114.1913651 51.1062959, -114.1913506 51.1062982, -114.1913358 51.1062989, -114.1913072 51.1062989, -114.1912627 51.106299, -114.1912159 51.1062989))",9959ffe9-eb7f-4ff8-ba09-641c15b8935e
SCH506,NA,Parallel,Active,École du Nouveau-Monde,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.21459 51.1111607, -114.2144272 51.1112243, -114.2143034 51.1112693, -114.2140882 51.1113515))",b9ef4b26-b738-48a3-9697-e715dccc6544
SCH520,NA,Parallel,Active,Trinity Christian School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0611169 50.9069227, -114.061111 50.90692, -114.061104 50.9069171, -114.0610969 50.9069144, -114.0610895 50.9069117, -114.0610835 50.9069096, -114.0610774 50.9069076, -114.0610712 50.9069058, -114.061065 50.906904, -114.0610585 50.9069025, -114.0610508 50.9069008, -114.0610431 50.9068992, -114.0610353 50.9068977, -114.0610274 50.9068965, -114.0610195 50.9068954, -114.0610143 50.9068948, -114.0610091 50.9068942, -114.061004 50.9068935, -114.0609988 50.9068929, -114.0609936 50.9068923, -114.0609742 50.9068911, -114.0608769 50.9068907, -114.0607329 50.9068903, -114.0605528 50.9068892, -114.0603736 50.9068884, -114.0602347 50.906889, -114.060118 50.9068879, -114.060108 50.9068873, -114.0599125 50.9068885, -114.0599031 50.906889, -114.0598868 50.9068889, -114.0598704 50.9068888, -114.0598541 50.9068886, -114.0598378 50.9068885, -114.0598215 50.9068883, -114.0598 50.9068884, -114.0597786 50.906889, -114.0597571 50.90689, -114.0597357 50.9068911, -114.0597143 50.9068924, -114.0596987 50.9068933, -114.0596831 50.9068944, -114.0596675 50.9068956, -114.0596519 50.9068969, -114.0596364 50.9068983, -114.0596186 50.9069001, -114.0596009 50.9069019, -114.0595832 50.906904, -114.0595656 50.9069063, -114.0595481 50.9069089, -114.0595365 50.9069108, -114.0595249 50.9069128, -114.0595134 50.9069148, -114.0595018 50.9069168, -114.0594903 50.9069188, -114.0594792 50.9069208, -114.0594681 50.9069228, -114.059457 50.9069248, -114.059446 50.9069268, -114.0594349 50.9069288, -114.0594225 50.9069312, -114.0594101 50.9069336, -114.0593977 50.906936, -114.0593853 50.9069386, -114.0593731 50.9069413, -114.0593595 50.9069443, -114.0593461 50.9069475, -114.0593328 50.9069508, -114.0593195 50.9069541, -114.0593062 50.9069575, -114.059296 50.9069601, -114.0592858 50.9069628, -114.0592757 50.9069654, -114.0592657 50.9069682, -114.0592558 50.9069712, -114.0592514 50.9069726, -114.059247 50.906974, -114.0592426 50.9069754, -114.0592382 50.9069768, -114.0592338 50.9069782, -114.0592247 50.9069815, -114.0592156 50.9069848, -114.0592065 50.9069882, -114.0591974 50.9069915, -114.0591882 50.9069949, -114.0591782 50.9069985, -114.0591681 50.9070022, -114.0591579 50.9070058, -114.0591478 50.9070094, -114.0591378 50.9070131, -114.059123 50.9070187, -114.0591085 50.9070245, -114.0590942 50.9070306, -114.05908 50.9070368, -114.0590659 50.9070431, -114.059053 50.907049, -114.0590401 50.907055, -114.0590273 50.907061))",7bfdb9e8-69e3-4f49-91df-117682a192bf
SCH524,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0912587 50.9481499, -114.090169 50.94815))",d4690568-05fc-4536-9631-2dc7fa883c3e
SCH525,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0858679 50.9479067, -114.0854601 50.9479067))",5dbdff82-226c-4d2e-bfde-2163f3836d74
SCH526,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.086275 50.9479066, -114.0858679 50.9479067))",cd63075f-da84-4d68-8955-ca0175c7aaa2
SCH530,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0870443 50.9479072, -114.0870082 50.9479074, -114.086972 50.9479075, -114.086927 50.9479076, -114.0868821 50.9479077, -114.0868371 50.9479078))",48680110-815a-4228-b882-f5e10d609bae
SCH532,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0879564 50.9479132, -114.0879253 50.9479112, -114.087894 50.9479097, -114.0878628 50.9479087, -114.0878316 50.9479081, -114.0878003 50.9479079, -114.0877631 50.9479079))",6cbfecba-1551-4584-98a9-bd597c506d8a
SCH534,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,,"MULTILINESTRING ((-114.0888452 50.948089, -114.0888243 50.9480845, -114.0887993 50.9480791, -114.0887743 50.9480736, -114.0887726 50.9480732, -114.0887709 50.9480729, -114.0887692 50.9480725, -114.0887675 50.9480721, -114.0887658 50.9480717, -114.0887531 50.9480689, -114.0887403 50.9480661, -114.0887275 50.9480633, -114.0887147 50.9480605, -114.088702 50.9480577, -114.0886737 50.9480515, -114.0886454 50.9480453, -114.0886172 50.9480391, -114.0885889 50.9480329, -114.0885607 50.9480267, -114.0885417 50.9480225, -114.0885228 50.9480183, -114.0885039 50.9480142, -114.0884849 50.9480101, -114.0884659 50.948006, -114.0884458 50.9480017, -114.0884257 50.9479974, -114.0884056 50.9479931, -114.0883855 50.9479888, -114.0883654 50.9479845, -114.0883479 50.9479807, -114.0883304 50.947977, -114.0883129 50.9479732, -114.0882954 50.9479695, -114.0882779 50.9479657, -114.0882772 50.9479656, -114.0882765 50.9479655, -114.0882758 50.9479653, -114.0882751 50.9479652, -114.0882745 50.947965, -114.0882723 50.9479645, -114.0882701 50.9479641, -114.0882679 50.9479636, -114.0882657 50.9479631, -114.0882635 50.9479627, -114.0882468 50.947959, -114.0882302 50.9479553, -114.0882136 50.9479516, -114.088197 50.9479478, -114.0881803 50.9479442, -114.0881624 50.9479406, -114.0881442 50.9479375))",d33fd21d-8e57-4e90-a611-b57f21d90c00
SCH536,FF,Parallel,Active,Dr. E. P. Scarlett High School,Residential Street,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0900031 50.9481514, -114.0898314 50.9481506, -114.0897111 50.9481501, -114.0896894 50.94815, -114.0896677 50.9481499, -114.089646 50.9481498, -114.0896242 50.9481497, -114.0896025 50.9481496, -114.089586 50.9481496, -114.0895695 50.9481496, -114.089553 50.9481495, -114.0895366 50.9481495, -114.0895201 50.9481495, -114.089503 50.9481496, -114.0894859 50.9481497, -114.0894688 50.9481498, -114.0894517 50.9481499, -114.0894346 50.94815, -114.0894142 50.94815, -114.0894067 50.94815))",ff86e7a2-9192-4ca9-878f-75b210ecc4f2
SCH552,NA,Parallel,Active,Woodlands School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.107378 50.938389, -114.1073144 50.9383847, -114.1072585 50.9383812))",9fc8761e-c1ff-4863-9740-603618fdfa30
SCH553,NA,Parallel,Active,Woodlands School,Collector,W,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1079119 50.9384492, -114.107888 50.9384458, -114.1078534 50.9384408, -114.1078187 50.9384358, -114.1077946 50.9384323, -114.1077705 50.9384288, -114.1077464 50.9384255, -114.1077222 50.9384224, -114.1076978 50.9384198, -114.107676 50.9384176, -114.1076542 50.9384154, -114.1076324 50.9384133, -114.1076105 50.9384111, -114.1076084 50.9384109))",58e3b39a-ff2a-4ad1-af70-aa2e0088839a
SCH56,J,Parallel,Active,Rideau Park School,Lanes (Alleys),W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.0730588 51.0257312, -114.073055 51.025729, -114.0730515 51.0257266, -114.0730481 51.0257241, -114.0730448 51.0257216, -114.0730415 51.0257189, -114.0730382 51.0257162, -114.073035 51.0257135, -114.0730318 51.0257108, -114.0730286 51.025708, -114.0730233 51.0257033, -114.073018 51.0256986, -114.0730128 51.0256938, -114.0730076 51.025689, -114.0730025 51.0256842, -114.0729978 51.0256795, -114.0729931 51.0256748, -114.0729884 51.0256702, -114.0729838 51.0256655, -114.0729791 51.0256608, -114.0729755 51.0256573, -114.0729718 51.0256537, -114.0729682 51.0256502, -114.0729645 51.0256466, -114.0729608 51.0256431, -114.0729566 51.0256393, -114.0729521 51.0256357, -114.0729474 51.0256321, -114.0729427 51.0256285, -114.0729379 51.025625, -114.0729333 51.0256216, -114.0729286 51.0256183, -114.0729238 51.025615, -114.0729189 51.0256119, -114.0729138 51.0256088, -114.0729066 51.0256048, -114.0728992 51.025601, -114.0728915 51.0255975, -114.0728837 51.0255941, -114.0728757 51.0255908, -114.0728681 51.0255877, -114.0728604 51.0255848, -114.0728526 51.025582, -114.0728446 51.0255793, -114.0728365 51.0255768, -114.0728284 51.0255745, -114.0728203 51.0255724, -114.0728121 51.0255705, -114.0728038 51.0255688, -114.0727953 51.0255673, -114.072786 51.0255658, -114.0727768 51.0255644, -114.0727674 51.0255632, -114.0727581 51.0255623, -114.0727486 51.0255616, -114.0727362 51.025561, -114.0727238 51.0255604, -114.0727113 51.0255598, -114.0726989 51.0255592, -114.0726865 51.0255585, -114.0726738 51.0255579, -114.0726611 51.0255572, -114.0726485 51.0255565, -114.0726358 51.0255558, -114.0726231 51.0255552, -114.0726147 51.0255547, -114.0726062 51.0255542, -114.0725977 51.0255538, -114.0725892 51.0255533, -114.0725808 51.0255528, -114.0725706 51.0255523, -114.0725604 51.0255519, -114.0725502 51.0255516, -114.07254 51.0255514, -114.0725297 51.0255514, -114.0725137 51.0255517, -114.0724976 51.025552, -114.0724815 51.0255522, -114.0724654 51.0255525, -114.0724493 51.0255528, -114.0724413 51.025553, -114.0724334 51.0255531, -114.0724255 51.0255533, -114.0724175 51.0255534, -114.0724096 51.0255536, -114.0722529 51.025559, -114.0722332 51.0255598, -114.0722303 51.0255599, -114.0722275 51.02556, -114.0722246 51.0255601, -114.0722217 51.0255602, -114.0722189 51.0255602, -114.0722159 51.0255603, -114.072213 51.0255603, -114.0722101 51.0255603, -114.0722071 51.0255603, -114.0722042 51.0255602, -114.0721999 51.0255601, -114.0721957 51.0255598, -114.0721914 51.0255595, -114.0721872 51.025559, -114.072183 51.0255585, -114.0721784 51.0255578, -114.072174 51.025557, -114.0721696 51.0255562, -114.0721652 51.0255552, -114.0721609 51.0255542, -114.0721561 51.025553, -114.0721514 51.0255517, -114.0721468 51.0255503, -114.0721423 51.0255487, -114.0721379 51.0255469, -114.0721341 51.025545, -114.0721305 51.025543, -114.0721272 51.0255409, -114.0721241 51.0255386, -114.072121 51.0255362, -114.072117 51.0255329, -114.0721131 51.0255296, -114.0721095 51.0255262, -114.072106 51.0255226, -114.0721029 51.025519))",ce5a93a5-7ae5-4bfc-91fd-059a2fd94f81
SCH562,NA,Parallel,Active,Catherine Nichols Gunn School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-114.0611978 51.1106968, -114.0611723 51.1106967, -114.0611319 51.1106964, -114.061073 51.1106965, -114.060931 51.1106963, -114.0607578 51.1106952, -114.0605326 51.1106949, -114.060404 51.1106944, -114.0603268 51.1106939, -114.0602825 51.1106939, -114.0602512 51.1106955, -114.0602359 51.1106981, -114.0602149 51.1107015, -114.0601982 51.1107055, -114.060198 51.1107056))",02816daa-581b-4674-8830-b25728872c26
SCH565,NA,Parallel,Active,Sir John A Macdonald School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0712152 51.1107174, -114.0711711 51.1107095, -114.0711622 51.1107084, -114.0711421 51.1107079, -114.0710892 51.1107075, -114.0710209 51.1107074, -114.0709337 51.110707, -114.0708762 51.110707, -114.0708334 51.1107069, -114.0708024 51.1107069, -114.0706886 51.1107066, -114.0705274 51.1107063, -114.0702276 51.1107057, -114.0701965 51.1107056))",8cc02426-b02e-45d5-a53f-e97be8f1958c
SCH566,NA,Parallel,Active,Sir John A Macdonald School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0700586 51.1107052, -114.069036 51.1107032))",5bec89ca-90be-4163-a753-d1ea5d51c93d
SCH567,NA,Parallel,Active,St. Helena School,Collector,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0687679 51.1107025, -114.0646342 51.1106944, -114.0631023 51.1106929, -114.063053 51.1106956))",86738147-da7c-462e-b0a2-2365f38a1d24
SCH581,NA,Parallel,Active,Louise Dean School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1152297 51.0525565, -114.1152223 51.0525559, -114.1152149 51.0525554, -114.1152074 51.0525551, -114.1152 51.0525549, -114.1151911 51.052555, -114.1151822 51.052555, -114.1151733 51.0525551, -114.1151644 51.0525551, -114.1151555 51.0525551, -114.1151526 51.0525551, -114.1151497 51.0525551, -114.1151468 51.0525551, -114.1151439 51.0525551, -114.115141 51.0525551, -114.1150939 51.0525551, -114.1149709 51.0525552, -114.114792 51.0525554, -114.1146163 51.0525554, -114.1144635 51.0525556, -114.114321 51.0525559, -114.1141605 51.0525561, -114.1140138 51.052556, -114.1138555 51.0525561, -114.1137146 51.0525566, -114.1135759 51.0525568, -114.113446 51.0525566, -114.1133108 51.0525572, -114.113201 51.0525572, -114.113191 51.0525572, -114.1131576 51.0525572, -114.1131344 51.0525573, -114.1131059 51.0525612, -114.113076 51.0525697, -114.1130668 51.0525756))",965fafac-7a50-4206-9706-03565450c3b0
SCH583,NA,Parallel,Active,Madeleine D'Houte School,Residential Street,W,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1127607 51.0525584, -114.1127442 51.052557, -114.1126998 51.052557, -114.112639 51.0525571, -114.1125405 51.0525571, -114.1123835 51.052557, -114.1122339 51.0525572, -114.1121133 51.0525572, -114.1119814 51.0525574, -114.1118562 51.0525574, -114.1117115 51.0525577, -114.1115484 51.0525581, -114.1113951 51.0525583, -114.1112659 51.0525584, -114.1111407 51.0525585, -114.1110189 51.0525588, -114.1109192 51.052559, -114.1108206 51.0525589, -114.1107084 51.0525587, -114.1106957 51.0525587, -114.110666 51.0525603, -114.1106406 51.0525629, -114.1106109 51.0525711, -114.1105861 51.0525816))",41aa5631-9eaf-48c8-8e37-09f126127961
